snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	XQ-IUYL320-PK-L	B07BLV93M3	B07BLV93M3	luciphia Cute Leather Dog Collar Pink Large	New	1	0	0	1	0	0	0	USD	0	0.0	0	0.0	0	0	1	1	Low traffic	9.5	9.5	9.5	0.0	Advertise listing	1	9.5	0	0	0.0	0.6666666666666666	5.79E-4	Standard
2018-08-24	KZ-LY021-WR-40	B077YWGR1B	B077YWGR1B	Luciphia Men's Fit Straight Leg Casual Pants	New	2	0	0	0	2	0	0	USD	2	0.0	0	0.0	0	1	1	1		40.0	12.0	12.0	0.0	Update inventory settings for:	2	12.0	0	0	0.0	0.36363636363636365	0.0	Standard
2018-08-24	CWDZ-IULHY-ELPH-PK-L	X001UL6H97	B07G24QXHG	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	5.273496	0.0	0.871405	Standard
2018-08-24	TZ-IUYL240LHY-PAW-S	X001SMP2F3	B079HQPJP2	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Paw Small	New	169	0	169	0	0	0	0	USD	0	0.0	0	0.0	47	211	437	484		13.99	13.99	13.99	0.0	Update inventory settings for:	92	13.99	0	0	0.0	20.411214953271028	20.671742	Standard
2018-08-24	CWDZ-IULHY-STAR-PK-L	X001UL6H2T	B07G21XRNR	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	4.218796	0.0	0.8101849999999999	Standard
2018-08-24	SCF-C01-018	B075WQQC8L	B075WQQC8L	Women's Large Print Silk Scarf Floral Square Pashmina Shawl	New	3	0	0	1	0	2	0	USD	3	0.68	0	0.0	1	1	1	1		7.0	7.0	7.0	0.0	Create Sale	0	6.43	252	0	35.739666	0.26666666666666666	0.19685999999999998	Apparel
2018-08-24	CWDZ-IULHY-PAW-CF-XL	X001ULB3CN	B07G28KW3T	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	16.99	16.99	16.99	0.0	Advertise listing	0	13.59	63	0	6.888571	0.0	1.58203	Standard
2018-08-24	XQ-IUYL260-BL2-M	B079GR91JK	B079GR91JK	luciphia Cute PU Leather Dog Collar with Adorable Flowers	New	12	0	0	12	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.99	9.99	9.99	0.0	Advertise listing	2	9.04	175	0	91.384114	0.0	0.41666400000000003	Standard
2018-08-24	TZ-IUYL240LHY-PAW-L	X001SMP2FD	B079HP2RFZ	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Paw Large	New	82	0	82	0	0	0	0	USD	0	0.0	0	0.0	37	136	255	272		24.99	24.99	24.99	0.0	Update inventory settings for:	34	24.99	0	0	0.0	6.590673575129534	24.617055999999998	Standard
2018-08-24	ST155-AG-32	B071JXZVZV	B071JXZVZV	MiCotton Men's Casual Cotton Military Cargo Shorts Army Camo Muti-Pockects Work Shorts Army Green 32	New	1	0	1	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	1	Low traffic	24.82	24.82	24.82	0.0	Advertise listing	0	23.38	21	0	41.942238	1.3333333333333333	0.267551	Apparel
