snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	DOLL-0605-PI-22	X001OXET6T	B076J6949M	Realistic Sleeping Reborn Baby Doll Girl Lifelike Silicone Pink 22 Inches	New	73	0	73	0	0	0	0	USD	0	0.0	0	0.0	2	26	61	115	Low conversion	156.0	89.99	89.99	0.0	Update inventory settings for:	74	89.99	0	0	0.0	2.026431718061674	10.532951	Standard
2018-08-24	DO-YULQ620-PI-22	X001OVKEOR	B079JQDDN7	Silicone Reborn Baby Dolls Girl Look Real Eye Closed Pink Outfit 22 inches	New	7	0	7	0	0	0	0	USD	0	0.0	0	0.0	1	6	10	16	Low conversion	256.0	85.99	85.99	0.0	Update inventory settings for:	2	85.99	0	0	0.0	2.909090909090909	4.219194	Standard
2018-08-24	DO-YULQ232-W0-10	X001SVWJ1T	B07DL5ZGP8	10 inches Full Silicone Mini Palm Reborn Baby Doll Look Real Girl Toddler Eye Closed White Dress Flower Hair Band	New	11	0	11	0	0	0	0	USD	0	0.0	0	0.0	2	4	13	13	Low traffic	79.99	32.99	32.99	0.0	Lower price	12	32.99	0	0	0.0	1.625	0.9803200000000001	Standard
2018-08-24	DO-YULQ063-PI-22	X001P2XTT7	B079P24VZF	Sleeping Reborn Baby Dolls Girls Lifelike Toddler Silicone Pink Outfit with Cat Pattern 22 inches	New	4	0	0	4	0	0	0	USD	0	0.0	0	0.0	1	3	4	5	Low traffic	278.0	79.99	79.99	0.0	Create removal order	2	89.99	0	2	0.852415	0.7142857142857143	0.722224	Standard
2018-08-24	DOLL-008-W0-22	X001P0G6DZ	B079M128Y6	Sleeping Silicone Reborn Baby Dolls Girl Look Real White Nightdress 20 inches	New	4	0	4	0	0	0	0	USD	0	0.0	0	0.0	0	1	3	14	Low traffic	256.0	89.6	89.6	0.0	Lower price	4	89.6	0	0	0.0	4.666666666666667	1.589844	Standard
2018-08-24	DO-YULQ705-W0-22	X001SACFE1	B07D4D4876	Real Looking Reborn Baby Doll Realistic Toddler Silicone Baseball Jacket White Pants White Shoes 24 inches	New	3	0	3	0	0	0	0	USD	0	0.0	0	0.0	1	2	2	2	Low traffic	156.0	108.99	108.99	0.0	Lower price	4	108.99	0	0	0.0	0.8888888888888888	2.124999	Oversize
2018-08-24	DO-YULQ123-FB-22	X001Q2HXY3	B0792VZN9S	Real Life Reborn Baby Dolls Boy Baseball Sport Style White and Blue Outfit 22 inches	New	31	0	31	0	0	0	0	USD	0	0.0	0	0.0	4	17	44	58	Low conversion	175.0	89.99	89.99	0.0	Update inventory settings for:	32	89.99	0	0	0.0	3.9322033898305087	19.38554	Standard
2018-08-24	DO-YULQ702-PI-22	X001RH05B5	B07CM6R65H	22 inches Full Silicone Body Reborn Baby Dolls Boy Hnadmade Toddler Eye Closed Red Outfit	New	6	0	6	0	0	0	0	USD	0	0.0	0	0.0	7	16	25	29	Low conversion	178.0	99.99	99.99	0.0	Update inventory settings for:	2	99.99	0	0	0.0	5.8	3.2903640000000003	Oversize
2018-08-24	DO-YULQ516-B0-22	X001Q1UFS5	B07BFVWCV4	Realistic Reborn Baby Dolls Boy Toddler Blue Outfit with Rhino Patterns 22 inches	New	6	0	0	6	0	0	0	USD	0	0.0	0	0.0	1	2	4	6	Low traffic	179.0	89.99	89.99	0.0	Lower price	6	89.99	0	0	0.0	0.6486486486486487	13.5	Oversize
2018-08-24	DOLL-0630-PI-22	X001PO0VDH	B076J4L24W	Sleeping Reborn Baby Doll Girl Look Real Silicone Pink with Cow Pattern 22 Inches	New	65	0	65	0	0	0	0	USD	0	0.0	0	0.0	2	7	27	42		269.0	89.99	89.99	0.0	Update inventory settings for:	61	89.99	0	0	0.0	0.8115942028985508	38.077	Standard
2018-08-24	DO-YULQ705-0R-10	B078XZRP4X	B078XZRP4X	African American Reborn Baby Dolls Full Silicone Body Bohemia Outfit Boy Black 10 inches	New	8	0	0	2	6	0	0	USD	7	0.13	0	0.0	0	0	0	0	Low traffic	179.0	26.99	26.99	0.0	Create Sale	0	22.0	364	0	81.725925	0.0	0.041664	Standard
2018-08-24	DOLL-004-LB-10	X001P45Q9B	B076Q71HXL	Full Silicone Body Sleeping Reborn Baby Doll Twins Boy Look Real Light Blue Outfit 11 inches	New	7	0	1	6	0	0	0	USD	0	0.0	0	0.0	2	6	8	10	Low conversion	132.0	29.99	29.99	0.0	Update inventory settings for:	8	29.99	0	0	0.0	0.96	0.519127	Standard
2018-08-24	DO-YULQ100-B7-22	X001OXEB21	B079JRPXZ8	Yesteria Real Life Silicone Reborn Baby Dolls Boy Look Real White Light Blue Outfit 22 Inches	New	85	0	85	0	0	0	0	USD	0	0.0	0	0.0	4	39	101	165	Low conversion	156.99	89.99	89.99	0.0	Update inventory settings for:	84	89.99	0	0	0.0	2.7160493827160495	33.240015	Standard
2018-08-24	DO-YULQ010-P0-22	X001POT6T7	B078X59HSZ	African American Reborn Baby Dolls Girl Look Real Light Purple Outfit 22 Inches	New	13	0	13	0	0	0	0	USD	0	0.0	0	0.0	2	6	10	17	Low conversion	89.99	89.99	89.99	0.0	Update inventory settings for:	13	89.99	0	0	0.0	1.619047619047619	6.635421	Standard
