"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B0795Q4525","B07BS7KFZH","MiYang Women's Fashion Striped Long Sleeves Floral A-line Casual T-shirt Dress","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07BS9RSLR","B07BS9RSLR","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women","148","1.73%","178","1.66%","3%","0","0.00%","CAD0.00","0"
"B07CNJB855","B07C17GQ3H","Push up Polka Dot Bikini Sets Two Pieces Tie Front Swimsuit","1","0.01%","2","0.02%","100%","0","0.00%","CAD0.00","0"
"B07CNJB855","B07C1KXY7B","Push up Polka Dot Bikini Sets Two Pieces Tie Front Swimsuit","2","0.02%","2","0.02%","100%","0","0.00%","CAD0.00","0"
"B01N9T4PYF","B07C1PCBP1","MiYang Black One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear XL US (16)","11","0.13%","17","0.16%","100%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C1Z714J","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red M","3","0.04%","3","0.03%","100%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C21SNB5","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Patchwork Blue S","5","0.06%","5","0.05%","100%","0","0.00%","CAD0.00","0"
"B01N9T4PYF","B07C21WMP2","MiYang Navy Blue One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear S US(4-6)","18","0.21%","19","0.18%","68%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C21Y9V2","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Patchwork Blue L","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C2219CP","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red L","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B01N9T4PYF","B07C22FDG6","MiYang Black One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear S US(4-6)","16","0.19%","17","0.16%","53%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C22KGZB","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Patchwork Blue M","0","0.00%","0","0.00%","0%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07C259PRQ","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Patchwork Blue XL","2","0.02%","2","0.02%","100%","0","0.00%","CAD0.00","0"
"B01N9T4PYF","B07C25Q9T4","MiYang Navy Blue One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear 2XL US(14W)","8","0.09%","8","0.07%","100%","0","0.00%","CAD0.00","0"
"B07B3T238X","B07C3FN21C","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07B3T238X","B07C3FN7P9","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","4","0.05%","4","0.04%","75%","0","0.00%","CAD0.00","0"
"B07B3T238X","B07C3GTFTB","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","2","0.02%","2","0.02%","0%","0","0.00%","CAD0.00","0"
"B07B3T238X","B07C3HYPHR","MiYang Halter Neck Wrap One Piece Padded Tankini Swimsuit Monokini Swimwear for Women","4","0.05%","4","0.04%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C599Z82","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women","67","0.78%","84","0.78%","0%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5JH52G","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Orange US 12-14","6","0.07%","9","0.08%","22%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5LBSRZ","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 8-10","4","0.05%","4","0.04%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5LPTQB","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Wine Red US 14-16","5","0.06%","6","0.06%","0%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5MYQSM","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Blue US 12-14","2","0.02%","3","0.03%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5PJLTZ","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Blue US 16-18","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5R3C3X","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 14-16","1","0.01%","3","0.03%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5R6NDC","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 16-18","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5TH6B4","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 12-14","2","0.02%","2","0.02%","50%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C5TT7JK","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Black US 12-14","5","0.06%","6","0.06%","100%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C61CK7L","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Orange US 14-16","1","0.01%","1","0.01%","0%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07C63C5T5","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Blue US 8-10","3","0.04%","4","0.04%","25%","0","0.00%","CAD0.00","0"
"B07DQLCSB7","B07C8H1946","Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom","3","0.04%","4","0.04%","75%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07CBT54MZ","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red XL","1","0.01%","1","0.01%","100%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07CBTBCFM","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit Red S","6","0.07%","8","0.07%","100%","0","0.00%","CAD0.00","0"
"B01N9T4PYF","B07CBVR688","MiYang Wine Red One Piece Swimsuit High Neck V-Neckline Mesh Ruched Monokini?Swinwear S US(4-6)","16","0.19%","21","0.20%","67%","0","0.00%","CAD0.00","0"
"B07C599Z82","B07CCH46TV","MiYang Padded Push up Brazilian Thong Bikini Sets Two Piece Swimsuit for Women Gray US 4-6","2","0.02%","2","0.02%","50%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CKPMDMB","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral Medium(US 8-10)","19","0.22%","19","0.18%","84%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CKTK9W5","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black XL(US 16-18)","12","0.14%","14","0.13%","100%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CKVX5SF","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Black Medium(US 8-10)","26","0.30%","34","0.32%","91%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CL1TBM5","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral XL(US 16-18)","9","0.11%","9","0.08%","100%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CLLW7XW","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Green Large(US 12-14)","25","0.29%","28","0.26%","79%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07CLMDRC1","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit Yellow Floral Large(US 12-14)","10","0.12%","11","0.10%","100%","0","0.00%","CAD0.00","0"
"B07CNJB855","B07CNJB855","Push up Polka Dot Bikini Sets Two Pieces Tie Front Swimsuit","4","0.05%","4","0.04%","0%","0","0.00%","CAD0.00","0"
"B07CSJTXGW","B07CSJTXGW","MiYang Women's Halter High Waisted Cut Out One Piece Swimsuit Backless Bathing Suit","20","0.23%","21","0.20%","0%","0","0.00%","CAD0.00","0"
"B07DQLCSB7","B07CYL3B53","Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom","2","0.02%","3","0.03%","100%","0","0.00%","CAD0.00","0"
"B06XX186BB","B07DFFZFR9","MiYang Women's Beach Pant Bikini Bottom Adjustable Tie Boy Short","16","0.19%","23","0.21%","100%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DHZNT31","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Black Polka Dot M","1","0.01%","2","0.02%","0%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DHZXJH9","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Black Polka Dot L","3","0.04%","4","0.04%","100%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DJ1GQY5","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Black Polka Dot XL","3","0.04%","3","0.03%","100%","0","0.00%","CAD0.00","0"
"B07DK1VJ1S","B07DK1VJ1S","MiYang Plus Size Floral Swimwear One Piece Swimdress for Women Skirted Swimsuit","71","0.83%","86","0.80%","3%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DKC6BTL","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Navy Polka Dot XL","2","0.02%","2","0.02%","100%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DKD84MJ","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Navy Polka Dot S","1","0.01%","1","0.01%","0%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DKD8QPX","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Navy Polka Dot L","2","0.02%","3","0.03%","33%","0","0.00%","CAD0.00","0"
"B07BQWTRKY","B07DKGH17T","MiYang Halter Neck Maternity Tankini Tie-dye Striped Swimsuit Set Navy Polka Dot M","1","0.01%","1","0.01%","0%","0","0.00%","CAD0.00","0"
"B07DQLCSB7","B07DQLCSB7","Bikini Sets Sport Swimsuit Low Scoop Crop Top High Waisted High Cut Cheeky Bottom","34","0.40%","38","0.35%","0%","0","0.00%","CAD0.00","0"
"B07DRG8FF1","B07DRG8FF1","MiYang Women's Plus Size Ruffled One Piece Tankini Printed-Hem Ruffled Swim Dress","24","0.28%","29","0.27%","0%","0","0.00%","CAD0.00","0"
