Merchant SKU	Fulfillment Network SKU	ASIN	Title	Reserved Quantity	Reserved - Customer Order	Reserved - FC Transfer	Reserved - FC Processing
YZ5060Y0S	X0014EUNZT	B01GJ2BBKU	MiYang Women's Halter Polka Dot Tankini Swim Dress(Yellow S)	1	1	0	0
YZ5505K0-M	X001F2EAAJ	B071LFK69M	MiYang Women's Tankini Striped Vintage Swim Dress (Black Medium)	4	2	1	1
YZ5505DaS	X000U0KXMV	B013OSTD48	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue Small)	53	2	42	9
YZ5505DaM	X000U0KXN5	B013OSTFWS	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue Medium)	9	4	3	2
YZ5505R0-M	X001AOIGS9	B01N7F779G	MiYang Women's Tankini Striped Vintage Swim Dress	1	0	1	0
YZ5505DaL	X000U0KXNF	B013OSTKN2	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue L)	22	9	4	9
YZ5505K0-S	X001F24SER	B071F8K78X	MiYang Women's Tankini Striped Vintage Swim Dress (Black Small)	1	1	0	0
YZ5505R0-L	X001ANJX8R	B01MYWR3ET	MiYang Women's Tankini Striped Vintage Swim Dress Red and White (Large)	6	0	3	3
YZ5505Da	X000SPI983	B00YAIA008	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue X-Small)	3	1	1	1
YZ5505LbM	X00145GWJJ	B06XYZMZ9V	MiYang Women's Tankini Striped Vintage Swim Dress (Light Blue Medium)	10	3	7	0
YZ5505Da2L	X000W3X3QT	B017JO0OBE	MiYang Women's Tankini Striped Vintage Swim Dress (Deep Blue XX-Large)	3	3	0	0
YZ5505K0-L	X001F1BGST	B071HV6ZCB	MiYang Women's Tankini Striped Vintage Swim Dress (Black Large)	12	1	3	8
YZ5505Lb0XS	X00145HBGH	B01G3MA2TC	MiYang Women's Tankini Striped Vintage Swim Dress (Light Blue X-Small)	1	1	0	0
YZ7438B04XL	X0014NGJDZ	B01F78B2GK	MiYang Vintage Sailor Pin up Swimsuit One Piece Skirtini Cover up Swimdress Blue 2XL (US 14W-16W)	2	1	1	0
