amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation 
S01-0558852-1466645	B074SY2NWC	2018-08-14T10:19:19+00:00	2018-08-20T18:10:41+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Wine Red X-Large	ST172-WR-XL	B074SY2NWC	Unshipped	8										Baton Rouge	LA	70808	US		false		
S01-1442251-0519433	B074SQ5NX1	2018-08-14T10:18:06+00:00	2018-08-21T01:31:22+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Wine Red XX-Large	ST172-WR-XXL	B074SQ5NX1	Unshipped	12										Baton Rouge	LA	70808	US		false		
S01-9665951-1025837	B074SWPTKB	2018-08-14T10:11:56+00:00	2018-08-20T21:50:46+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Water White Large	ST172-WT1-L	B074SWPTKB	Unshipped	15										Baton Rouge	LA	70808	US		false		
S01-9955375-4868234	B074SNMJJ9	2018-08-14T10:02:16+00:00	2018-08-22T02:00:20+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Water White Medium	ST172-WT1-M	B074SNMJJ9	Unshipped	16										Baton Rouge	LA	70808	US		false		
S01-4890999-2722641	B074SZCXH9	2018-08-14T10:01:30+00:00	2018-08-22T05:50:15+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Water White Small	ST172-WT1-S	B074SZCXH9	Unshipped	10										Baton Rouge	LA	70808	US		false		
S01-4751895-9311416	B074SZJPSD	2018-08-14T10:00:14+00:00	2018-08-22T01:47:47+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Water White X-Large	ST172-WT1-XL	B074SZJPSD	Unshipped	16										Baton Rouge	LA	70808	US		false		
S01-5496679-9510643	B074SKM7WZ	2018-08-14T09:52:44+00:00	2018-08-20T21:34:52+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts Water White XX-Large	ST172-WT1-XXL	B074SKM7WZ	Unshipped	15										Baton Rouge	LA	70808	US		false		
S01-4057941-5102617	B074SWFPBG	2018-08-14T09:51:40+00:00	2018-08-21T01:41:32+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts White Large	ST172-WT2-L	B074SWFPBG	Unshipped	15										Baton Rouge	LA	70808	US		false		
S01-4010852-5281033	B074SNVWHH	2018-08-14T09:35:22+00:00	2018-08-22T01:21:05+00:00	Shipped	Amazon	Non-Amazon			Standard	Men's Long Sleeve Formal Business Dress Shirts White Small	ST172-WT2-S	B074SNVWHH	Unshipped	7										Baton Rouge	LA	70808	US		false		
S01-3069040-4626666	1808134S9	2018-08-13T08:43:26+00:00	2018-08-13T08:43:48+00:00	Shipping	Amazon	Non-Amazon			Standard	Mens Twill Cargo Shorts Slim Fit Short Pants Khaki 2 Tag 44/US 42	ST-K559-KQ-44	B073QH2KWY	Unshipped	1															false		
